                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                0.09883,                0.68952,                      1,                 1.0595,             0.00033936,             0.00033936,             0.00033936
                     55,                0.10265,                0.70161,                      1,                 1.0448,              0.0003323,              0.0003323,              0.0003323
                     56,                0.09498,                0.68145,                      1,                 1.0508,             0.00032523,             0.00032523,             0.00032523
                     57,                0.11184,                0.68952,                      1,                 1.0545,             0.00031816,             0.00031816,             0.00031816
                     58,                0.10177,                0.70565,                      1,                 1.0407,             0.00031109,             0.00031109,             0.00031109
                     59,                0.10351,                0.68952,                      1,                 1.0532,             0.00030402,             0.00030402,             0.00030402
                     60,                 0.0888,                0.69758,                      1,                 1.0374,             0.00029695,             0.00029695,             0.00029695
                     61,                0.09996,                0.68952,                      1,                 1.0464,             0.00028988,             0.00028988,             0.00028988
                     62,                0.09871,                0.69355,                      1,                 1.0531,             0.00028282,             0.00028282,             0.00028282
                     63,                0.08998,                0.68548,                      1,                 1.0507,             0.00027575,             0.00027575,             0.00027575
                     64,                0.07781,                0.68952,                      1,                 1.0549,             0.00026868,             0.00026868,             0.00026868
                     65,                0.10243,                0.68952,                      1,                 1.0535,             0.00026161,             0.00026161,             0.00026161
                     66,                0.11023,                0.67742,                      1,                 1.0643,             0.00025454,             0.00025454,             0.00025454
                     67,                0.08455,                0.68145,                      1,                 1.0601,             0.00024747,             0.00024747,             0.00024747
                     68,                0.07065,                0.67339,                      1,                 1.0605,              0.0002404,              0.0002404,              0.0002404
                     69,                0.09181,                0.65726,                      1,                 1.0638,             0.00023334,             0.00023334,             0.00023334
                     70,                0.08138,                0.65726,                      1,                 1.0703,             0.00022627,             0.00022627,             0.00022627
                     71,                0.08005,                0.68548,                      1,                 1.0443,              0.0002192,              0.0002192,              0.0002192
                     72,                0.08826,                0.67742,                      1,                 1.0517,             0.00021213,             0.00021213,             0.00021213
                     73,                 0.0763,                0.68952,                      1,                 1.0574,             0.00020506,             0.00020506,             0.00020506
                     74,                0.06913,                0.68145,                      1,                 1.0529,             0.00019799,             0.00019799,             0.00019799
                     75,                0.09374,                0.68548,                      1,                 1.0452,             0.00019092,             0.00019092,             0.00019092
                     76,                0.09741,                0.69758,                      1,                 1.0435,             0.00018385,             0.00018385,             0.00018385
                     77,                0.07364,                0.68952,                      1,                  1.052,             0.00017679,             0.00017679,             0.00017679
                     78,                0.07541,                0.67742,                      1,                 1.0494,             0.00016972,             0.00016972,             0.00016972
                     79,                0.07307,                0.71371,                      1,                  1.051,             0.00016265,             0.00016265,             0.00016265
                     80,                 0.0617,                0.71774,                      1,                 1.0491,             0.00015558,             0.00015558,             0.00015558
                     81,                0.06112,                0.70161,                      1,                 1.0459,             0.00014851,             0.00014851,             0.00014851
                     82,                0.06719,                0.68952,                      1,                 1.0433,             0.00014144,             0.00014144,             0.00014144
                     83,                0.07534,                0.69758,                      1,                 1.0503,             0.00013437,             0.00013437,             0.00013437
                     84,                 0.0514,                0.70565,                      1,                 1.0502,             0.00012731,             0.00012731,             0.00012731
                     85,                0.08417,                0.68952,                      1,                 1.0495,             0.00012024,             0.00012024,             0.00012024
                     86,                0.05442,                0.68548,                      1,                 1.0427,             0.00011317,             0.00011317,             0.00011317
                     87,                 0.0676,                0.69758,                      1,                  1.052,              0.0001061,              0.0001061,              0.0001061
                     88,                0.06558,                0.68952,                      1,                 1.0486,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.06727,                0.67339,                      1,                  1.048,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.06155,                0.66935,                      1,                 1.0535,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                0.07885,                0.68145,                      1,                  1.051,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.08473,                0.68145,                      1,                  1.051,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.05458,                0.70565,                      1,                 1.0421,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.06907,                0.68548,                      1,                 1.0447,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.04732,                0.69355,                      1,                  1.041,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.06519,                0.68952,                      1,                 1.0369,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.05605,                0.69758,                      1,                  1.042,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.05006,                0.70565,                      1,                 1.0379,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.05504,                0.70968,                      1,                 1.0469,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.05999,                0.70161,                      1,                 1.0406,             1.4209e-05,             1.4209e-05,             1.4209e-05
