                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     67,                0.02094,                0.85263,                      1,                0.45981,             0.00024747,             0.00024747,             0.00024747
                     68,                0.01829,                0.85263,                      1,                0.45505,              0.0002404,              0.0002404,              0.0002404
                     69,                0.02141,                0.85789,                      1,                0.45492,             0.00023334,             0.00023334,             0.00023334
                     70,                0.01496,                0.84737,                      1,                0.45521,             0.00022627,             0.00022627,             0.00022627
                     71,                0.01918,                0.84211,                      1,                0.45882,              0.0002192,              0.0002192,              0.0002192
                     72,                0.02225,                0.83684,                      1,                0.46801,             0.00021213,             0.00021213,             0.00021213
                     73,                 0.0202,                0.85789,                      1,                0.45944,             0.00020506,             0.00020506,             0.00020506
                     74,                0.02295,                0.86316,                      1,                0.46166,             0.00019799,             0.00019799,             0.00019799
                     75,                0.01647,                0.85263,                      1,                 0.4598,             0.00019092,             0.00019092,             0.00019092
                     76,                0.02998,                0.85789,                      1,                0.45294,             0.00018385,             0.00018385,             0.00018385
                     77,                0.01637,                0.86316,                      1,                0.45728,             0.00017679,             0.00017679,             0.00017679
                     78,                0.01794,                0.84737,                      1,                0.45861,             0.00016972,             0.00016972,             0.00016972
                     79,                 0.0155,                0.85789,                      1,                0.45562,             0.00016265,             0.00016265,             0.00016265
                     80,                0.01298,                0.84737,                      1,                0.45507,             0.00015558,             0.00015558,             0.00015558
                     81,                0.02156,                0.84737,                      1,                0.45714,             0.00014851,             0.00014851,             0.00014851
                     82,                0.02069,                0.84211,                      1,                0.46454,             0.00014144,             0.00014144,             0.00014144
                     83,                0.01637,                0.84737,                      1,                0.46452,             0.00013437,             0.00013437,             0.00013437
                     84,                0.02307,                0.85263,                      1,                0.46042,             0.00012731,             0.00012731,             0.00012731
                     85,                0.01259,                0.86316,                      1,                 0.4573,             0.00012024,             0.00012024,             0.00012024
                     86,                0.01911,                0.85789,                      1,                0.45533,             0.00011317,             0.00011317,             0.00011317
                     87,                0.01883,                0.86316,                      1,                 0.4537,              0.0001061,              0.0001061,              0.0001061
                     88,                 0.0096,                0.86842,                      1,                0.45351,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.01981,                0.86842,                      1,                0.45002,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.00646,                0.87368,                      1,                0.44972,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                0.01488,                0.87368,                      1,                0.44859,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.01703,                0.84211,                      1,                0.45864,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                 0.0142,                0.87368,                      1,                   0.45,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.00908,                0.86842,                      1,                0.44883,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                 0.0188,                0.86842,                      1,                0.45298,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.01083,                0.86316,                      1,                0.45173,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.03407,                0.86316,                      1,                0.44974,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.01921,                0.86842,                      1,                0.44935,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.01715,                0.85789,                      1,                0.45049,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.00909,                0.85789,                      1,                0.45291,             1.4209e-05,             1.4209e-05,             1.4209e-05
