                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                0.12707,                0.80526,                      1,                0.50733,             0.00052315,             0.00052315,             0.00052315
                     29,                0.12627,                0.78947,                      1,                0.51017,             0.00051608,             0.00051608,             0.00051608
                     30,                0.10444,                    0.8,                      1,                0.49982,             0.00050901,             0.00050901,             0.00050901
                     31,                0.12322,                    0.8,                      1,                0.51606,             0.00050194,             0.00050194,             0.00050194
                     32,                0.12855,                0.79474,                      1,                0.50746,             0.00049487,             0.00049487,             0.00049487
                     33,                 0.1245,                0.78421,                      1,                0.51034,              0.0004878,              0.0004878,              0.0004878
                     34,                0.13301,                0.79474,                      1,                0.51539,             0.00048074,             0.00048074,             0.00048074
                     35,                0.11079,                    0.8,                      1,                0.51509,             0.00047367,             0.00047367,             0.00047367
                     36,                0.10642,                0.78947,                      1,                0.51305,              0.0004666,              0.0004666,              0.0004666
                     37,                0.11235,                0.78947,                      1,                0.50145,             0.00045953,             0.00045953,             0.00045953
                     38,                0.14249,                0.80526,                      1,                0.50436,             0.00045246,             0.00045246,             0.00045246
                     39,                0.10863,                    0.8,                      1,                 0.5024,             0.00044539,             0.00044539,             0.00044539
                     40,                0.12108,                0.81579,                      1,                0.49066,             0.00043832,             0.00043832,             0.00043832
                     41,                0.09085,                0.82105,                      1,                0.49032,             0.00043126,             0.00043126,             0.00043126
                     42,                0.11559,                0.80526,                      1,                0.49548,             0.00042419,             0.00042419,             0.00042419
                     43,                0.08753,                0.80526,                      1,                0.49682,             0.00041712,             0.00041712,             0.00041712
                     44,                 0.0959,                    0.8,                      1,                0.49877,             0.00041005,             0.00041005,             0.00041005
                     45,                0.09346,                0.80526,                      1,                0.49552,             0.00040298,             0.00040298,             0.00040298
                     46,                0.09167,                0.81053,                      1,                0.49139,             0.00039591,             0.00039591,             0.00039591
                     47,                0.11574,                0.81053,                      1,                0.48665,             0.00038884,             0.00038884,             0.00038884
                     48,                0.08299,                0.81053,                      1,                0.48883,             0.00038178,             0.00038178,             0.00038178
                     49,                0.06482,                0.81053,                      1,                  0.495,             0.00037471,             0.00037471,             0.00037471
                     50,                 0.0839,                0.80526,                      1,                0.48411,             0.00036764,             0.00036764,             0.00036764
                     51,                0.08161,                0.81053,                      1,                0.49067,             0.00036057,             0.00036057,             0.00036057
                     52,                0.09513,                0.82105,                      1,                0.48586,              0.0003535,              0.0003535,              0.0003535
                     53,                0.08081,                0.82632,                      1,                0.47926,             0.00034643,             0.00034643,             0.00034643
                     54,                 0.0946,                0.80526,                      1,                0.48736,             0.00033936,             0.00033936,             0.00033936
                     55,                0.05484,                0.77895,                      1,                0.50793,              0.0003323,              0.0003323,              0.0003323
                     56,                0.06414,                0.77895,                      1,                0.50905,             0.00032523,             0.00032523,             0.00032523
                     57,                 0.0657,                0.79474,                      1,                0.50824,             0.00031816,             0.00031816,             0.00031816
                     58,                 0.0867,                0.77895,                      1,                0.50827,             0.00031109,             0.00031109,             0.00031109
                     59,                0.06017,                0.80526,                      1,                0.49789,             0.00030402,             0.00030402,             0.00030402
                     60,                0.05222,                0.82632,                      1,                0.47921,             0.00029695,             0.00029695,             0.00029695
                     61,                0.06917,                0.82105,                      1,                0.47888,             0.00028988,             0.00028988,             0.00028988
                     62,                0.08536,                0.82105,                      1,                0.48823,             0.00028282,             0.00028282,             0.00028282
                     63,                0.06114,                0.82105,                      1,                 0.4812,             0.00027575,             0.00027575,             0.00027575
                     64,                0.05466,                0.82105,                      1,                0.48161,             0.00026868,             0.00026868,             0.00026868
                     65,                0.06656,                0.81053,                      1,                0.48516,             0.00026161,             0.00026161,             0.00026161
                     66,                 0.0861,                0.83684,                      1,                 0.4808,             0.00025454,             0.00025454,             0.00025454
                     67,                0.07227,                0.80526,                      1,                0.47997,             0.00024747,             0.00024747,             0.00024747
                     68,                0.07187,                0.81579,                      1,                0.48591,              0.0002404,              0.0002404,              0.0002404
                     69,                0.05539,                0.80526,                      1,                0.49452,             0.00023334,             0.00023334,             0.00023334
                     70,                0.05909,                0.81053,                      1,                0.48976,             0.00022627,             0.00022627,             0.00022627
                     71,                0.07115,                0.81579,                      1,                0.48359,              0.0002192,              0.0002192,              0.0002192
                     72,                0.05352,                0.82105,                      1,                0.47828,             0.00021213,             0.00021213,             0.00021213
                     73,                0.04337,                0.83158,                      1,                0.47355,             0.00020506,             0.00020506,             0.00020506
                     74,                 0.0398,                0.84211,                      1,                0.46974,             0.00019799,             0.00019799,             0.00019799
                     75,                0.05561,                0.84737,                      1,                0.47051,             0.00019092,             0.00019092,             0.00019092
                     76,                0.05333,                0.84737,                      1,                0.47201,             0.00018385,             0.00018385,             0.00018385
                     77,                0.07472,                0.82632,                      1,                0.47444,             0.00017679,             0.00017679,             0.00017679
                     78,                0.04234,                0.82632,                      1,                0.47322,             0.00016972,             0.00016972,             0.00016972
                     79,                0.04158,                0.83158,                      1,                0.47188,             0.00016265,             0.00016265,             0.00016265
                     80,                0.04518,                0.81053,                      1,                0.47805,             0.00015558,             0.00015558,             0.00015558
                     81,                0.04838,                0.82105,                      1,                0.48095,             0.00014851,             0.00014851,             0.00014851
                     82,                0.03656,                0.80526,                      1,                0.48147,             0.00014144,             0.00014144,             0.00014144
                     83,                0.04366,                0.81053,                      1,                0.48314,             0.00013437,             0.00013437,             0.00013437
                     84,                0.03594,                0.79474,                      1,                0.48593,             0.00012731,             0.00012731,             0.00012731
                     85,                 0.0373,                    0.8,                      1,                0.49405,             0.00012024,             0.00012024,             0.00012024
                     86,                0.03575,                0.80526,                      1,                0.49208,             0.00011317,             0.00011317,             0.00011317
                     87,                0.05234,                0.81579,                      1,                0.48927,              0.0001061,              0.0001061,              0.0001061
                     88,                0.03925,                0.81579,                      1,                0.48762,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.03571,                    0.8,                      1,                0.49371,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.04916,                0.81053,                      1,                0.48799,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                 0.0507,                0.80526,                      1,                0.48615,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.04827,                0.81579,                      1,                0.47991,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.03723,                0.82632,                      1,                0.47875,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.04122,                0.81579,                      1,                0.48103,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.05202,                0.81579,                      1,                0.47835,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.03124,                0.82105,                      1,                0.48282,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.05536,                0.81579,                      1,                0.48134,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                 0.0445,                0.82105,                      1,                 0.4807,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.04976,                0.81053,                      1,                0.48463,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.03942,                0.81579,                      1,                0.48182,             1.4209e-05,             1.4209e-05,             1.4209e-05
